,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
2232,CHEMBL1672620,312.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,6.505845405981557,317.1276601,5,1,2.9491000000000014,True
2233,CHEMBL412747,312.0,nM,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,6.505845405981557,444.15215850800007,7,1,2.7639000000000005,True
2234,CHEMBL1672622,312.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,6.505845405981557,317.1276601,5,1,2.9491000000000014,True
2235,CHEMBL1672621,312.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,6.505845405981557,317.1276601,5,1,2.9491000000000014,True
2236,CHEMBL4127395,313.0,nM,Cc1nc2c(N)nc(NCc3cccs3)nc2s1,6.504455662453552,277.04558735200004,7,2,2.650520000000001,True
2237,CHEMBL3828388,313.0,nM,Cc1ccc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc1,6.504455662453552,341.13103122800004,7,2,3.099420000000001,True
2238,CHEMBL384139,313.0,nM,CCCn1c(=O)c2nc([C@H]3CC[C@H](CO)CC3)[nH]c2n(CCC)c1=O,6.504455662453552,348.21614075599996,6,2,1.9723999999999997,True
2239,CHEMBL457579,313.0,nM,CC(=O)Nc1cc(N2CCOCC2)nc(-n2nc(C)cc2C)n1,6.504455662453552,316.16477388000004,7,1,1.0741399999999992,True
2240,CHEMBL4583657,313.0,nM,Cn1cc2c(nc(NCCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1,6.504455662453552,426.21278669200007,10,2,2.987800000000001,True
2241,CHEMBL1096409,314.0,nM,O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1cccc(Cl)c1,6.503070351926786,453.13563794,5,1,5.641700000000004,True
2242,CHEMBL4469102,314.0,nM,Cl.Cn1cc2c(nc(NCCOCCOCCN)n3nc(-c4ccco4)nc23)n1,6.503070351926786,422.1581642760001,11,2,1.0965999999999994,True
2243,CHEMBL4575279,314.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OCCOCCOC)cc5)CC4)cc3)[nH]c2c1=O,6.503070351926786,626.252268556,10,2,2.038200000000001,True
2244,CHEMBL205586,315.0,nM,Clc1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1,6.501689446210399,306.067224032,3,1,4.340300000000003,True
2245,CHEMBL472951,316.0,nM,COc1ccccc1Cn1c(=O)n(-c2cccc(C)c2)c2nc(NC3CC3)ncc21,6.500312917381596,401.1851749760001,7,1,3.5218200000000017,True
2246,CHEMBL3093320,317.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2cccs2)n(C)c1=O,6.498940737782249,369.1259458480001,8,0,1.0442,True
2247,CHEMBL3797324,320.0,nM,Nc1nc(-c2ccco2)nc2cn(Cc3ccccc3)nc12,6.494850021680094,291.112010036,6,1,2.716800000000001,True
2248,CHEMBL86771,320.0,nM,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,6.494850021680094,238.07422756,4,2,1.6264,True
2249,CHEMBL208311,321.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CCCCc4ccccc4)nc32)[C@H](O)[C@@H]1O,6.493494967595128,478.23285344,9,4,1.3877999999999986,True
2250,CHEMBL3093312,322.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2cccc(OC)c2)n(C)c1=O,6.492144128304169,379.164439532,8,0,0.9487999999999999,True
2251,CHEMBL4547661,322.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)nc2n(CC)c1=O,6.492144128304169,556.1659520880002,8,1,3.1475000000000017,True
2252,CHEMBL515192,324.0,nM,COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.489454989793388,344.19607400800004,7,1,1.8527399999999998,True
2253,CHEMBL456816,324.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(C(C)=O)cc3)c(O)c2n(CCC)c1=O,6.489454989793388,369.16885621600005,6,2,2.8865000000000007,True
2254,CHEMBL1089904,324.0,nM,Cn1cc2c(nc(NC(=O)c3ccccc3)n3nc(-c4ccccc4)nc23)n1,6.489454989793388,369.13380810000007,7,1,2.930300000000001,True
2255,CHEMBL438418,324.0,nM,CC(C)Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.489454989793388,439.18556889999996,10,5,0.3431999999999998,True
2256,CHEMBL2322917,325.0,nM,Nc1nc(-c2ccccc2)nc2cn(-c3ccccc3)nc12,6.488116639021126,287.11709541600004,5,1,3.064700000000001,True
2257,CHEMBL381868,325.0,nM,O=C(NC1CC1)[C@H]1S[C@@H](n2cnc3c(NC4CC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.488116639021126,410.092787148,9,4,0.668399999999999,True
2258,CHEMBL1271432,325.0,nM,COc1cccc(-n2c(NC(=O)c3cccc(C#N)c3)nc3cc(C(=O)N4CCCCC4)cnc32)c1,6.488116639021126,480.190988628,7,1,4.179180000000002,True
2260,CHEMBL370446,326.0,nM,O=C(NC1CC1)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.486782399932061,586.00508518,9,4,2.3108,True
2261,CHEMBL2391844,327.0,nM,CN(C)c1nc(N)nc(-c2sc(NC(=O)c3ccccc3)nc2-c2ccccc2)n1,6.485452247339714,417.1371792280001,8,2,3.5626000000000015,True
2263,CHEMBL485862,328.0,nM,CC(=O)NCCNc1nc(-c2ccccc2)nc2[nH]c(C(=O)N3CCN(CCCc4ccccc4)CC3)cc12,6.484126156288321,525.28522336,6,3,3.563500000000002,True
2264,CHEMBL482855,328.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,6.484126156288321,538.19983906,8,2,2.0049999999999994,True
2266,CHEMBL4105164,329.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCC5CC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,6.482804102050025,421.13776318,12,3,0.29989999999999944,True
2267,CHEMBL372580,329.0,nM,CCc1nc2c([nH]1)c1nc(C)[nH]c1c1nc(CC)[nH]c12,6.482804102050025,268.143644512,3,3,2.7487200000000005,True
2268,CHEMBL106346,329.0,nM,Cc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,6.482804102050025,274.121846448,4,1,3.4643200000000007,True
2269,CHEMBL419002,329.0,nM,Cc1ccccc1-n1cc2c(n1)c(NC1CCCC1)nc1ccccc12,6.482804102050025,342.184446704,4,1,5.236620000000004,True
2270,CHEMBL3827396,330.0,nM,COc1cc(Nc2nc3c(N4CCC[C@H]4CO)ncnc3s2)cc(OC)c1OC,6.481486060122112,417.147075216,10,2,2.8168000000000006,True
2272,CHEMBL1222372,330.0,nM,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)c1ccccc1,6.481486060122112,348.06809662399996,6,1,4.112400000000002,True
2273,CHEMBL1170525,330.0,nM,CNC(=O)CN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,6.481486060122112,430.11110430799994,6,2,2.7952000000000004,True
2274,CHEMBL320805,331.0,nM,Nc1nc2ccccc2c2cn(-c3ccccc3)nc12,6.480172006224281,260.106196384,4,1,3.1559000000000017,True
2276,CHEMBL3088339,333.0,nM,c1ccc(Nc2nc3c(N4CCOCC4)ncnc3s2)cc1,6.47755576649368,313.09973110000004,7,1,2.666500000000001,True
2277,CHEMBL482436,333.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,6.47755576649368,542.150302024,7,2,2.6498,True
2278,CHEMBL4167491,334.0,nM,CCn1c(-c2ccccc2)nc2c(NC3CCCC3)ncnc21,6.476253533188435,307.17969567200004,5,1,3.867700000000002,True
2279,CHEMBL165073,335.0,nM,CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.474955192963154,387.14437278400004,8,1,2.935100000000001,True
2280,CHEMBL260758,335.0,nM,O=C(c1nccs1)c1nc(C(F)(F)F)nc2ccsc12,6.474955192963154,314.974788408,6,0,3.3976000000000006,True
2281,CHEMBL2181162,336.0,nM,Cn1cc2c(nc(NC3CCCCCC3)n3nc(-c4ccco4)nc23)n1,6.473660722610156,351.180758292,8,1,3.405700000000002,True
2282,CHEMBL259392,339.0,nM,O=C(Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1)C1CCCC1,6.4698003017969175,387.1582915320001,5,1,4.668000000000003,True
2283,CHEMBL1222371,340.0,nM,CC(C)CC(=O)Nc1nc(-c2ccccc2)c(-c2ncon2)s1,6.468521082957745,328.09939675199996,6,1,3.8447000000000022,True
2284,CHEMBL402103,340.0,nM,CS(=O)(=O)c1ccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)cc1,6.468521082957745,369.0895603400001,8,1,2.1202999999999994,True
2285,CHEMBL3703586,341.0,nM,OC1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H]1O,6.467245621007502,502.96797140000007,8,3,2.663600000000001,True
2286,CHEMBL413686,341.0,nM,O[C@@H]1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@@H]1O,6.467245621007502,502.96797140000007,8,3,2.663600000000001,True
2287,CHEMBL4076003,342.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccco5)ncnc43)[C@H](O)[C@@H]2O)n1,6.465973893943865,413.156000088,13,3,0.029699999999999782,True
2288,CHEMBL4280829,342.0,nM,CNc1ncc(C(=O)NNc2ccccc2)c2nc(-c3ccco3)nn12,6.465973893943865,349.12872272000004,8,3,2.1829,True
2289,CHEMBL205531,344.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC4(O)CCCCC4)nc32)[C@H](O)[C@@H]1O,6.46344155742847,458.22776805999996,10,5,0.06009999999999993,True
2291,CHEMBL3093317,346.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O,6.460923901207224,379.164439532,8,1,0.6882999999999997,True
2292,CHEMBL4554778,346.0,nM,Cn1c(=O)c2c(nc3n2CCN(Cc2csc(-c4ccc(Cl)cc4)n2)C3)n(C)c1=O,6.460923901207224,442.09787252800004,9,0,2.226399999999999,True
2293,CHEMBL4526138,346.0,nM,Cn1cc2c(nc(NCCCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1,6.460923901207224,440.22843675600006,10,2,3.377900000000002,True
2294,CHEMBL1927440,348.0,nM,Nc1nc(N2CCN(C(=O)c3ccccc3)CC2)nc2nc(-c3ccco3)nn12,6.458420756053419,390.15527181600004,9,1,1.3238999999999996,True
2295,CHEMBL591710,348.0,nM,O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1,6.458420756053419,374.072513308,5,1,4.886400000000003,True
2296,CHEMBL4553304,348.0,nM,Cl.Cn1cc2c(nc(NCCCOCCOCCOCCCN)n3nc(-c4ccco4)nc23)n1,6.458420756053419,494.2156791520001,12,2,1.8933999999999995,True
2297,CHEMBL144972,348.0,nM,Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,6.458420756053419,578.865344304,8,1,4.846400000000002,True
2298,CHEMBL3677921,348.0,nM,O=C(c1ccc2c(-c3cnc4ccc(F)cn34)c[nH]c2c1)N1CCCCCC1,6.458420756053419,376.16993951200004,3,1,4.637900000000004,True
2299,CHEMBL577357,348.0,nM,Nc1nc2nn(CCc3c(Br)cc(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,6.458420756053419,578.865344304,8,1,4.846400000000003,True
2300,CHEMBL2113095,349.0,nM,N#Cc1cccc(-c2nc(Nc3cnccn3)sc2-n2ccnc2)c1,6.45717457304082,345.07966435200007,8,1,3.401080000000001,True
2301,CHEMBL382665,350.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccco3)n3nc(-c4ccco4)nc23)n1,6.455931955649724,364.103236244,9,2,2.508,True
2302,CHEMBL1671918,350.0,nM,CCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.455931955649724,289.08849772,4,2,3.1340000000000012,True
2303,CHEMBL3314905,351.0,nM,C=C(CCC)C1=CC=C(CC2CCCCCCC2)C2C=C(C3=CC=CC3)C=C12,6.454692883534176,372.281701152,0,0,8.328600000000005,True
2304,CHEMBL3827207,351.0,nM,c1ccc(Nc2nc3c(N4CCCC4)ncnc3s2)cc1,6.454692883534176,297.10481648,6,1,3.430100000000002,True
2305,CHEMBL164904,352.0,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.453457336521868,496.12773674,10,3,3.424800000000001,True
2306,CHEMBL164275,352.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.453457336521868,456.0616770480001,8,2,4.7047000000000025,True
2307,CHEMBL2180907,352.0,nM,Cn1cc2c(nc(N3CCCCC3)n3nc(-c4ccco4)nc23)n1,6.453457336521868,323.14945816400007,8,0,2.2613000000000003,True
2308,CHEMBL4059638,353.0,nM,COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3OC)c2)c1OC,6.452225294612178,408.1685218679999,6,1,4.408400000000003,True
2309,CHEMBL1090489,355.0,nM,Cn1cc2c(nc(N)n3nc(-c4ccc(F)cc4)nc23)n1,6.449771646944906,283.09817154,7,1,1.3992999999999998,True
2310,CHEMBL4642686,355.0,nM,Nc1nc(-c2ccc(OCC(O)CO)cc2)cn2c(=O)n(-c3ccccc3)nc12,6.449771646944906,393.14370408800005,9,3,0.8613999999999997,True
2312,CHEMBL429619,357.0,nM,OCc1cnn(-c2nc(Nc3ncc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.447331783887806,491.166564772,14,5,-0.19740000000000052,True
2313,CHEMBL4473749,357.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N(C)CCc4ccccc4)cc3)[nH]c2c1=O,6.447331783887806,467.16272528,6,2,2.3530999999999995,True
2314,CHEMBL523436,359.0,nM,COc1cccc(-n2c(=O)n(C(C)c3ccccc3)c3cnc(NC4CC4)nc32)c1,6.44490555142168,401.1851749760001,7,1,3.7744000000000018,True
2315,CHEMBL2043295,360.0,nM,Nc1nc(SCCc2ccc(S(=O)(=O)O)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.443697499232712,483.08824001199997,12,5,-0.39850000000000035,True
2316,CHEMBL223846,360.0,nM,CCOc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.443697499232712,311.122968644,10,4,-1.581299999999999,True
2317,CHEMBL3797553,362.0,nM,COc1ccccc1-n1cc2nc(-c3ccco3)nc(N)c2n1,6.441291429466834,307.10692465600005,7,1,2.6662999999999997,True
2318,CHEMBL4483392,363.0,nM,Cn1c(=O)c2c(nc3n2CCN(Cc2csc(-c4cccc(Cl)c4)n2)C3)n(C)c1=O,6.440093374963888,442.09787252800004,9,0,2.226399999999999,True
2319,CHEMBL375190,363.0,nM,Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.440093374963888,367.12805402399994,9,4,-0.5802000000000003,True
2320,CHEMBL4164048,365.0,nM,CCCn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,6.437707135543525,307.17969567200004,5,1,3.867700000000002,True
2321,CHEMBL2181147,368.0,nM,CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.434152181326482,269.102507972,8,1,1.3126999999999998,True
2322,CHEMBL4563397,369.0,nM,Cn1c(=O)c2c(nc3n2CCN3Cc2cccc(Br)c2)n(C)c1=O,6.432973633840939,389.048736852,7,0,1.2163999999999997,True
2324,CHEMBL119709,370.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,6.431798275933005,510.051251088,9,4,0.40819999999999884,True
2325,CHEMBL373478,370.0,nM,Nc1nc(OCCc2c[nH]c3ccc(F)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.431798275933005,444.155745992,10,5,0.26189999999999963,True
2327,CHEMBL410445,372.0,nM,Nc1nc(-c2ccco2)c2ncn(Cc3ccc([N+](=O)[O-])cc3)c2n1,6.429457060118103,336.09708824399996,8,1,2.625000000000001,True
2328,CHEMBL568023,372.0,nM,Nc1nc(SCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.429457060118103,409.1783753439999,10,4,1.0824999999999996,True
2329,CHEMBL374461,373.0,nM,Nc1nc(OCCc2cc3ccccc3[nH]2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.428291168191312,426.1651678039999,10,5,0.12279999999999947,True
2330,CHEMBL220587,375.0,nM,Cc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.425968732272281,285.12659748000004,2,1,4.600320000000003,True
2331,CHEMBL2311745,375.1,nM,COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3OC)n2)c1OC,6.425852935849277,409.16377083599997,7,1,3.8034000000000026,True
2332,CHEMBL222433,376.0,nM,CC(C)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.424812155072339,317.152812228,3,1,4.405100000000004,True
2333,CHEMBL16416,376.0,nM,COc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,6.424812155072339,307.106924656,7,1,1.6241999999999999,True
2334,CHEMBL4294681,376.0,nM,CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,6.424812155072339,416.1808178680001,10,2,2.4976000000000003,True
2335,CHEMBL352192,376.0,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,6.424812155072339,460.16075112000004,10,2,3.9068000000000023,True
2337,CHEMBL4171919,379.0,nM,CCn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,6.421360790031928,293.16404560800004,5,1,3.4776000000000007,True
2338,CHEMBL329712,380.0,nM,Nc1nc(-n2cc(C(=O)NC3CCCC3)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.42021640338319,444.1869658679999,12,5,-1.1218999999999992,True
2339,CHEMBL99169,380.0,nM,CCNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.42021640338319,404.1556657399999,12,5,-2.044599999999998,True
2340,CHEMBL406714,381.0,nM,Nc1nc(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)n1,6.41907502432438,291.10077665600005,5,1,3.121500000000002,True
2341,CHEMBL390535,381.0,nM,CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.41907502432438,345.184112356,3,1,5.185300000000004,True
2342,CHEMBL424597,381.0,nM,Cn1c(-c2ccccc2)nc2c(N)ncnc21,6.41907502432438,225.10144535199998,5,1,1.6124999999999996,True
2343,CHEMBL372064,381.0,nM,CC(c1ccccc1)n1cnc2c(-c3ccco3)nc(N)nc21,6.41907502432438,305.12766010000007,6,1,3.277800000000001,True
2344,CHEMBL324735,381.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.41907502432438,374.123971688,8,2,2.915000000000001,True
2346,CHEMBL68738,385.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,6.414539270491499,335.159354152,9,4,-0.20770000000000055,True
2347,CHEMBL3314902,385.0,nM,CCOC(=O)c1cnc(NC(c2ccccc2)c2ccccc2)n2nc(-c3ccco3)nc12,6.414539270491499,439.1644395320001,8,1,4.762500000000004,True
2348,CHEMBL112098,385.0,nM,CCCn1c(=O)c2c(nc3cc(C(C)(C)C)ccn32)n(Cc2ccccc2)c1=O,6.414539270491499,390.205576072,6,0,3.5667000000000018,True
2349,CHEMBL4082584,387.0,nM,O=c1[nH]c(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.412289034981089,320.090940244,6,2,1.5460999999999998,True
2350,CHEMBL564142,388.0,nM,Nc1nc(C(=O)NCc2ccncc2)cc(-c2ccco2)n1,6.411168274405792,295.10692465600005,6,2,1.6437999999999993,True
2351,CHEMBL2181149,389.0,nM,CC(C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.410050398674292,297.13380810000007,8,1,2.0912999999999995,True
2352,CHEMBL509367,390.0,nM,CCC(C)n1c(Br)nc2c(N)ncnc21,6.4089353929735005,269.027607484,5,1,2.1420000000000003,True
2353,CHEMBL194704,390.0,nM,Cc1ccc2c(O)c(C(=O)NC3CCC(C)CC3)cnc2n1,6.4089353929735005,299.16337691200005,4,2,2.952320000000001,True
2354,CHEMBL222442,390.0,nM,Nc1nc(OCCc2c[nH]c3ccc(Cl)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.4089353929735005,460.12619545199993,10,5,0.7761999999999993,True
2355,CHEMBL2313294,390.5,nM,COc1cccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)c1,6.408378961786681,325.1426414680001,6,0,1.7546999999999997,True
2356,CHEMBL253753,391.0,nM,Clc1nc(-c2cccs2)c2sccc2n1,6.407823242604133,251.95826784,4,0,4.073200000000001,True
2357,CHEMBL3752488,393.0,nM,CC(C)Nc1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1,6.405607449624574,377.16002284800004,8,2,2.780800000000001,True
2358,CHEMBL3754718,394.0,nM,CC(C)Nc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1,6.404503778174426,349.165108228,8,2,3.2117000000000013,True
2359,CHEMBL3753698,397.0,nM,CC(C)Nc1nc(NC2CCCCC2)n2nc(-c3ccco3)nc2n1,6.401209493236885,341.196408356,8,2,3.3442000000000016,True
2360,CHEMBL526134,397.0,nM,COc1ccc(-n2nc3c(NC(=O)c4ccncc4)nc4ccccc4n3c2=O)cc1,6.401209493236885,412.128388372,8,1,2.6893000000000002,True
2361,CHEMBL457659,398.0,nM,CCCn1c(=O)c2c(cc(-c3ccc(C)cc3)n2O)n(CCC)c1=O,6.400116927926312,341.17394159599996,6,1,2.997420000000001,True
2362,CHEMBL592435,398.0,nM,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,6.400116927926312,308.16371126,4,3,3.340300000000002,True
2363,CHEMBL406727,398.0,nM,CCCOc1cc(NC(=O)CC)nc(SC)n1,6.400116927926312,255.104147784,5,1,2.3358,True
2364,CHEMBL381123,400.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccoc3)n3nc(-c4ccco4)nc23)n1,6.3979400086720375,364.103236244,9,2,2.508,True
2365,CHEMBL191809,400.0,nM,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.3979400086720375,421.1152964199999,10,4,0.7118999999999989,True
2366,CHEMBL1097074,400.0,nM,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccccc23)n1,6.3979400086720375,308.17494464,3,4,2.7537100000000008,True
2367,CHEMBL1099100,400.0,nM,Cc1cc(C)nc(NC(=N)NCCc2ccsc2)n1,6.3979400086720375,275.120466544,4,3,2.3339100000000004,True
2368,CHEMBL2151128,400.0,nM,O=C(Nc1nc(-c2ccccc2)n[nH]1)c1ccccc1,6.3979400086720375,264.101111004,3,2,2.724000000000001,True
2369,CHEMBL486316,400.0,nM,Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCCC4)c3)nc2n(C)c1=O,6.3979400086720375,369.180089596,7,1,1.1018999999999999,True
2370,CHEMBL467655,400.0,nM,Nc1nc(-c2cnn[nH]2)c2nnn(Cc3ccccc3F)c2n1,6.3979400086720375,311.10431954,8,2,0.7759999999999992,True
2371,CHEMBL486720,400.0,nM,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCCN(C)C,6.3979400086720375,373.175004216,8,1,0.5762999999999998,True
2372,CHEMBL163968,400.0,nM,CCCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.3979400086720375,415.1756729120001,8,1,3.715300000000002,True
2373,CHEMBL488151,400.0,nM,CN(C)CCOc1cccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)c1,6.3979400086720375,343.164439532,7,1,0.5676999999999999,True
2374,CHEMBL251870,400.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CCC)c1=O,6.3979400086720375,460.18345863600007,7,1,3.6369000000000025,True
2375,CHEMBL167977,400.0,nM,Cn1nc(-c2ccc(N=[N+]=[N-])cc2)nc1-c1cccc(CN2CC=CC2)c1,6.3979400086720375,357.17019360800003,5,0,4.462700000000004,True
2376,CHEMBL353299,401.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.396855627379818,470.07732711200003,8,2,5.094800000000003,True
2378,CHEMBL307199,401.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.396855627379818,517.001379704,9,4,1.3078999999999998,True
2379,CHEMBL4089735,402.0,nM,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc([N+](=O)[O-])cc3)nc12,6.39577394691553,348.09708824399996,8,1,2.0376,True
2380,CHEMBL375764,403.0,nM,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccc2Cl)nc1N,6.39469495385889,339.03300271200004,3,1,5.176280000000003,True
2381,CHEMBL4566170,403.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Br)c(F)c5)CC4)cc3)[nH]c2c1=O,6.39469495385889,604.090364632,7,2,2.8980000000000006,True
2382,CHEMBL4129419,403.0,nM,COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1,6.39469495385889,377.1310312280001,7,2,3.998700000000002,True
2383,CHEMBL261185,405.0,nM,Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1,6.392544976785331,247.110947416,3,1,3.392800000000002,True
2384,CHEMBL4127351,406.0,nM,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccccc3)nc12,6.391473966422806,347.12046654400007,6,2,3.9901000000000026,True
2385,CHEMBL368442,407.0,nM,CCCn1c(=O)c2nc(-c3ccc(OCc4nc(-c5cccc(Cl)c5)no4)cc3)[nH]c2n(CCC)c1=O,6.39040559077478,520.16258096,9,1,4.655700000000003,True
